<U>2, so I can bring my family<C><U>Are there any good movies in Spring Hills, Kansas this afternoon?<A>What kind of movie are you looking for?<U>Something for my family.<PN>find_movies<PAN>description.other<PAV>good movies<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>Family Jewels<PRAV>Not My Problem<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 69% on Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 72% approval on Rotten Tomatoes<A>Okay, Family Jewels is an romantic comedy movie rated 69% on Rotten Tomatoes and Not My Problem is a comedy movie that is rated 72% approval on Rotten Tomatoes<U>What is Family Jewels about?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist-<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<A>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist- Stars Melissa McCarthy and Ryan Reynolds.<U>What is Not My Problem about?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. - Stars Matt Damon and Noah Schnapp.<U>I'd like to see Family Jewels<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>Family Jewels<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<A>Ok, it is showing at the AMC Holiday Theater<U>Perfect<PN>find_showtimes<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>this afternoon<PR>find_showtimes<PRAN>time.showing<PRAV>2<PRAV>5<PRAV>8:10 pm<A>It's showing at 2, 5 and 8:10 pm. What time do you prefer?	[A]How many tickets do you need?	dlg-3c092ed8-7551-4e3d-81ad-7836d79ed716
<PR>find_showtimes<PRAN>time.showing<PRAV>1:30 P.M<C><U>I would like to purchase tickets for a movie tomorrow afternoon.<A>Would you like to hear what is currently playing in theaters?<U>Yes, please.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond the Storm<PRAV>Backcountry<A>Currently playing in theaters is Not My Problem, Family Jewels, Shuttered, Beyond the Storm and Backcountry.<U>Which of the movies listed has a matinee showing?<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>matinee<PR>find_showtimes<PRAN>time.showing<PRAV>matinee<PN>find_showtimes<PAN>name.movie<PAV>Family Jewels<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>matinee<PR>find_showtimes<PRAN>time.showing<PRAV>matinee<PN>find_showtimes<PAN>name.movie<PAV>Shuttered<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>matinee<PR>find_showtimes<PRAN>time.showing<PRAV>matinee<PN>find_showtimes<PAN>name.movie<PAV>Beyond the Storm<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>matinee<PR>find_showtimes<PRAN>time.showing<PRAV>matinee<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>matinee<PR>find_showtimes<PRAN>time.showing<PRAV>matinee<A>Not My Problem, Family Jewels, Shuttered and Beyond the Storm all have matinee start times.<U>Which of the movies listed has the higher ratings on Rotten Tomatoes?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>highest Rotten Tomato ratings<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>highest Rotten Tomato ratings<A>Beyond The Storm and Not My Problem have the highest Rotten Tomato ratings?<U>What genre movies are they?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<A>Beyond the Storm is an Action film and Not My Problem is a Comedy.<U>I prefer to see an action film with the earliest matinee show time. Wat is Beyond the Storm about?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Set in North Sea, trouble on the high seas gets ugly as Captain John not only snavigates severe weather but mutiny from within his crew as well<A>Set in North Sea, trouble on the high seas gets ugly as Captain John not only snavigates severe weather but mutiny from within his crew as well.<U>That sounds like a movie I definitely would enjoy watching.<A>How many tickets would you like?<U>I would like to purchase two tickets for the Cinemark Downtown theater.<PN>find_showtimes<PAN>name.movie<PAV>Beyond the Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>tomorrow<PAN>time.preference<PAV>earliest matinee	[A]Would two tickets for Beyond the Storm at 1:30 P.M. tomorrow work for you?	dlg-e4005629-e0bc-4fe5-b9b4-1a5a2004ff69
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hi. I want to buy some movie tickets.<A>Sure. What is your location, please?<U>Spring Hills, Kansas.<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PRAV>Cinemark Downtown<A>I see two theaters there, the AMC Holiday Theater and the Cinemark Downtown. Do you prefer one over the other?<U>No, it doesn't matter. Either theater is okay.<A>All right. What movie do you want to see?<U>I don't know what I want to see.<A>I can help with that. Currently showing are two comedies, 1 horror, 1 action and 1 documentary movie. Which genre do you prefer?<U>Tell me about the action and the documentary films.<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>'Backcountry'<PRAV>'Beyond The Storm'<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>outdoor documentary<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>G-rated<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes rating of 91%<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Explore Yosemite in all its glory in this film that delves into the wonders of one of the United State’s most iconic national parks<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond The Storm'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond The Storm'<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond The Storm'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes rating of 81%<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond The Storm'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond The Storm'<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>'Backcountry' is an award-winning outdoor documentary, G-rated, with a Rotten Tomatoes rating of 91%. Explore Yosemite in all its glory in this film that delves into the wonders of one of the United State’s most iconic national parks. 'Beyond The Storm' is an action film, rated PG-13 with a Rotten Tomatoes rating of 81%. Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board. It's directed by James Cameron.<U>'Beyond The Storm' sounds good.<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>'Beyond The Storm'<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<A>That's playing at the Cinemark Downtown. How many tickets do you need?<U>Four tickets.<A>Okay. What day would you like to go?<U>Friday.<PN>find_showtimes<PAN>name.movie<PAV>'Beyond The Storm'<PAN>date.showing<PAV>Friday<PAN>time.preference<PAV>any<PAN>name.theater<PAV>Cinemark Downtown<PR>find_showtimes<PRAN>time.showing<PRAV>1:30pm<PRAV>3:40<PRAV>6:10pm<PRAV>8:30pm<A>All right. It's showing at 1:30pm, 3:40, 6:10pm and 8:30pm. Which time do you want?<U>8:30 pm will give us time to have dinner first.<A>Great! That's four tickets for 'Beyond The Storm' at the Cinemark Downtown for Friday at 8:30pm. Is that correct?<U>Yes, that's right.<PN>book_tickets<PAN>name.movie<PAV>'Beyond The Storm'<PAN>name.theater<PAV>Cinemark Downtown<PAN>num.tickets<PAV>Four<PAN>time.showing<PAV>8:30 pm<PAN>date.showing<PAV>Friday<PAN>seating<PAV>any	[A]Your tickets are confirmed and they’ve been sent to your email address.	dlg-e72a77c1-0ea5-487d-afb1-e0b391d6c406
<U>I want this for 3 people.<C><U>I want to see Sonic the Hodgehog tonight<A>Okay great, so for how many people?	[A]Okay great. 3 people.	dlg-d65c7c32-6060-4c2c-bf65-9060b95954ad
<U>Ok ...<C><U>Hello, I would like to order movie tickets?<A>Ok great !! What movie would you like to see ??<U>Frozen 2<A>Ok great !! And what theatre ??<U>Deptford amc<A>How many tickets would you like ??<U>I would like five tickets<A>Ok and what day ?<U>I would like the movie for February 21st<A>Ok and what time ??<U>I would like the 5 pm show !<A>And what type of theatre ?<U>I would like imax<A>Ok great !! So this is for frozen two at the imax theatre on february 21st. This is for five tickets ?<U>Yes, but I would like to change imax to standard ...<A>Ok so standard theatre ?<U>Yes !!<A>Ok hold while I book those tickets ...	[PN]book_tickets[PAN]name.movie[PAV]Frozen 2[PAN]name.theater[PAV]Deptford amc[PAN]num.tickets[PAV]five[PAN]time.showing[PAV]5 pm[PAN]date.showing[PAV]February 21st[PAN]seating[PAV]any	dlg-559c5d86-18a3-4821-851b-a53b0a4d1bc7
<U>That's right.<C><U>What movies are playing in Hillview Oregon?<A>Anything in particular you are interested in?<U>Something fun for the family.<PN>find_movies<PAN>location<PAV>Hillview Oregon<PAN>description.other<PAV>Something fun for the family<PR>find_movies<PRAN>name.movie<PRAV>Mulan<PRAV>No Time to Die<A>There are a couple of movies out. Mulan and No Time to Die.<U>What genres are those?<PN>get_movie_attribute<PAN>name.movie<PAV>Mulan<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>animation<PN>get_movie_attribute<PAN>name.movie<PAV>No Time to Die<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>drama<A>Mulan is animation and No Time to Die is drama.<U>What are the showtimes for No Time to Die?<PN>find_showtimes<PAN>name.movie<PAV>No Time to Die<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>3:00pm<PRAV>5:10pm<PRAV>7:30pm<PRAV>9:40pm<A>Showtimes for No Time To Die are 3:00pm, 5:10pm, 7:30pm and 9:40pm.<U>What are the showtimes for Mulan?<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<PRAV>10:40pm<A>Showtimes for Mulan are 4:00pm, 6:10pm, 8:30pm and 10:40pm.<U>Where are they playing?<PN>find_theaters<PAN>location<PAV>Hillview Oregon<PAN>name.movie<PAV>Mulan<PR>find_theaters<PRAN>name.theater<PRAV>Mountain AMC 16<PN>find_theaters<PAN>location<PAV>Hillview Oregon<PAN>name.movie<PAV>No Time to Die<PR>find_theaters<PRAN>name.theater<PRAV>Mountain AMC 16<A>They are both playing at Mountain AMC 16. Would you like to purchase tickets?<U>Which movie has better action?<A>No Time to Die has great action scenes. Would you like to purchase tickets?<U>Three tickets for No Time to Die at 7:30pm tonight.<A>Please confirm three tickets for No Time to Die at 7:30pm tonight.<U>Will you change that to three tickets Mulan at 8:30pm?<A>Please confirm three tickets for Mulan at 8:30pm tonight at Mountain AMC 16.	[PN]book_tickets[PAN]name.movie[PAV]Mulan[PAN]name.theater[PAV]Mountain AMC 16[PAN]num.tickets[PAV]Three[PAN]time.showing[PAV]8:30pm[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-a4c6a310-4d32-47ab-bc26-9e83cfa539e3
<U>No, lets switch to the IMAX showing<C><U>What theaters are showing the Joker?<A>In what city?<U>Chicago, IL<A>What zip code?<U>60642<A>The Joker is playing at one theater, would you like more information?<U>Yes<PN>find_theaters<PAN>name.movie<PAV>Joker<PAN>location<PAV>60642<PR>find_theaters<PRAN>name.theater<PRAV>Cinema Downtown<A>The Joker is playing at Cinema Downtown<U>What times?<A>For what date?<U>Today<PN>find_showtimes<PAN>name.movie<PAV>Joker<PAN>name.theater<PAV>Cinema Downtown<PAN>date.showing<PAV>Today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:50pm<PRAV>7:40pm<A>The Joker is showing today at 4:50pm and 7:40pm<U>How much are tickets?<A>Tickets for IMAX are $20 and standard are $16<U>I would like four standard tickets<A>To what showing<U>7:40pm<A>I have purchased four tickets, would you like to checkout?	[PN]find_showtimes[PAN]name.movie[PAV]Joker[PAN]name.theater[PAV]Cinema Downtown[PAN]date.showing[PAV]Today[PAN]type.screening[PAV]IMAX	dlg-60491087-c085-465f-8e79-d16e6229bc1c
"<U>Which theaters will be playing the movies and at what time?<C><U>Hello, I am Douglas and I,m looking for an interesting movie to watch with my buddies.<A>Sounds good, which type of movie could you prefer to watch?<U>We're looking for an action movie or a Comedy.<A>Yes, we have a pretty cool selection of comedy and action for you today.<U>Cool, can you give me the details please?<PN>find_movies<PAN>name.genre<PAV>action<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>""Beyond the storm""<PN>find_movies<PAN>name.genre<PAV>Comedy<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>""Not my problem""<A>We will be playing the action movie ""Beyond the storm"" and the comedy movie "" Not my problem"""	"[PN]find_theaters[PAN]name.movie[PAV]""Beyond the storm""[PAN]location[PAV]nearby"	dlg-7bfaf3ce-cc39-435b-bfb5-fe38180c1c6b
<PR>find_movies<PRAN>name.movie<PRAV>American Pie 1,2;<PRAV>American Wedding;<PRAV>American Reunion<C><U>Me and my friends want to watch a good movie.<A>What type of move are you interested in?<U>We were thinking something that is uplifting and happy.<PN>find_movies<PAN>description.other<PAV>something that is uplifting and happy<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>American pie<A>How about a movie about winning the lottery or an American pie movie?<U>What movie are you talking about that is about winning the lottery?<PN>find_movies<PAN>description.other<PAV>that is about winning the lottery<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Happy Gilmore<A>Happy Gilmore, some of the top critics say that it is a movie worth watching.<U>My friends have already seen that movie, they're not interested.<A>How about an American Pie movie, thats sure to make you laugh<U>Which American Pie, a lot of us have seen all of them, which would you recommend?<PN>find_movies<PAN>location<PAV>nearby<PAN>description.other<PAV>a movie about winning the lottery or an American pie movie	[A]There is 4 to chose from : American Pie 1,2; American Wedding; and American Reunion.	dlg-d302b3f0-06e5-4cbe-a5a8-0e149ad60ed2
<U>I need two tickets in the middle.<C><U>Hi<A>Hello<U>I need movie times for Jumanji: Next Level?<A>Ok. What City would you like for your request?<U>Seattle, WA<A>Ok. There are many locations showing Jumanji: Next Level. Is there a specific location you can recommend?<U>Yes, What IMAX theaters are showing it?<PN>find_showtimes<PAN>name.movie<PAV>Jumanji: Next Level<PAN>name.theater<PAV>Seattle IMAX<PAN>date.showing<PAV>today<PAN>type.screening<PAV>IMAX<PR>find_showtimes<PRAN>time.showing<PRAV>10:15 am<PRAV>1:15pm<PRAV>4:30pm<PRAV>730pm<PRAV>10pm<A>Thank You. Seattle IMAX has the following times the movie is being shown Monday through Sunday: 10:15 am, 1:15pm, 4:30pm, 730pm, and 10pm. Which time would you prefer?<U>I would like the 7:30pm showing.<A>Ok. Would you like to reserve tickets for this time?<U>Yes, please.<A>How many would you like?	[A]2 tickets in the middle. Please wait while I check on availability.	dlg-e461bbd3-f9fc-479c-b7c5-86a7c1ba3ec4
"<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<C><U>I'm looking for info on what movies are currently playing in Spring Hill, Kansas.<A>Okay. Accessing current movie website. Five films are currently playing in the Spring Hill, Kansas area. What type of movie would you like to see?<U>A mystery or horror film, or an action/adventure movie.<PN>find_movies<PAN>location<PAV>Spring Hill, Kansas<PAN>name.genre<PAV>mystery or horror film, or an action/adventure<PR>find_movies<PRAN>name.movie<PRAV>""Shuttered""<PRAV>""Beyond The Storm""<PN>get_movie_attribute<PAN>name.movie<PAV>""Shuttered""<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>""Shuttered""<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>""Shuttered""<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gave this movie a 61% rating<A>Okay. Two movies may meet your criteria. Movie #1 is titled ""Shuttered"". It is a Horror film that is rated R. Rotten Tomatoes gave this movie a 61% rating.<U>Okay. What's the film about?<PN>get_movie_attribute<PAN>name.movie<PAV>""Shuttered""<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>""Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.""<A>The synopsis for ""Shuttered"" is: ""Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.""<U>Funky...a haunted marijuana farm. Rotten Tomatoes viewers gave ""Shuttered"" a low score. I'll skip this movie.<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond The Storm""<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond The Storm""<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond The Storm""<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gave it a score of 81%<A>Okay. Movie #2 is titled ""Beyond The Storm"". It is an Action film rated PG-13. Rotten Tomatoes gave it a score of 81%.<U>That sounds more popular. What's this movie about?<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond the Storm"":<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board.""<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond The Storm""<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Synopsis for ""Beyond the Storm"": Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board."" The movie is directed by James Cameron.<U>Do you mean the James Cameron who directed the movies Titanic and Avatar?<A>Verifying. Yes, James Cameron is a Canadian filmmaker acclaimed for the box-office hit movies ""Aliens"", ""Titanic"" and ""Avatar"". He has won a Best Director Academy Award.<U>Thanks. ""Beyond the Storm"" is my movie choice. When's it playing on Saturday or Sunday?<PN>find_theaters<PAN>name.movie<PAV>""Beyond The Storm""<PAN>location<PAV>Spring Hill, Kansas"	"[PN]find_showtimes[PAN]name.movie[PAV]""Beyond the Storm"":[PAN]name.theater[PAV]Cinemark Downtown[PAN]date.showing[PAV]Saturday, July 25th[PAN]time.preference[PAV]any"	dlg-4407f955-636f-447e-8e25-c9b7202d9d96
<U>I feel that certain movies are too boring. I don't want to see the same thing play out that has already been done in other movies.<C><U>Hi, what movie should I go see?<A>Well, what kinds of movies do you like?<U>I like action movies.<A>So you like to always be interested and want the movie to keep you interested in what comes next?<U>Yes, I do.<A>Ok, I can work with that.<U>I don't like romantic comedies.<A>Ok, I can work with that too.<U>Thank you.<A>Why do you not like certain movies?	[PN]find_movies[PAN]name.genre[PAV]action	dlg-716c03bf-fc04-46b8-b9bb-77eb2f2df5e6
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hey, we would really like to see a movie tonight.<A>Sure, where are you located?<U>Spring Hills Kansas.<A>Is there a certain movie type that you would like to see?<U>Anything funny or romantic, its a girls night.<PN>find_movies<PAN>location<PAV>Spring Hills Kansas<PAN>name.genre<PAV>funny or romantic<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 72%<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>Not My Problem - Comedy - rated PG-13 - Rotten Tomatoes 72% - A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. - Stars Matt Damon and Noah Schnapp.<U>Is there any romantic movies playing?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 69%<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist-<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<A>Family Jewels - Romantic Comedy - rated R - Rotten Tomatoes 69% - A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist- Stars Melissa McCarthy and Ryan Reynolds.<U>We will see family Jewels please. I love Ryan Reynolds. Can you tell me the times, and where it is playing please?<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PAN>name.movie<PAV>Family Jewels<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_showtimes<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>2:00pm<PRAV>5:00pm<PRAV>8:10pm<A>Family Jewels: AMC Holiday Theater - 2:00pm - 5:00pm - 8:10pm<U>We will see the 5:00pm showing so we can do dinner and drinks after.<A>How many tickets will you need?<U>We will need four tickets please.<A>Sure, let me make sure I have this right before booking. You will need four tickets to the 5:00pm showing of Family Jewels showing at AMC Holiday Theater correct?<U>Thats right, lets book them!<PN>book_tickets<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC Holiday Theater<PAN>num.tickets<PAV>four<PAN>time.showing<PAV>5:00pm<PAN>date.showing<PAV>tonight<PAN>seating<PAV>any	[A]Great, your tickets are booked and an email confirmation was sent to your email address.	dlg-986c5b69-74f3-45d0-b1dc-2f05cae817d4
