<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<C><U>hey there, I need some movie tickets.<A>I can help with that, what movie?<U>Whatever is new, something exciting like action or scary, anything like that showing?<A>I can check it out! What is your location?<U>I am in the Spring Hills Kansas area.<PN>find_movies<PAN>description.other<PAV>new, something exciting<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond The Storm<A>Ok, I found Shuttered and Beyond The Storm.<U>ok, can I get some details?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person	[A]Sure, Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. An then Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.	dlg-dab573e7-61dd-4a5b-ab66-286f1aa14fa3
<U>No thanks mam thank you very much.<C><U>I am interest in going out to the movies tonight.<A>OK. And in what city?<U>Creek's End'Oregon mam.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>Mulan mam.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>mam i does no much prefer AMC Mercado 24'<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>ok i am choose 5.00 pm mam.<A>Great. And how many tickets?<U>sorry mam i am forgotten which theater i will chose.<A>Sure, you chose AMC Mercado 24.<U>sorry, mam please tell me show time also.<A>For the showtime you said you preferred 5:00pm.<U>please mam tell me last question did you aske me?<A>I was just asking you how many tickets you'll need.<U>oh i want just three tickets mam.<A>All right. Let me confirm that you’d like three tickets for Mulan at AMC Mercado 24 tonight at 5:00pm. Is that all correct?<U>yes mam it that all correct.<A>Is it OK to go ahead and purchase these tickets?<U>ok mam thank you i am purchase my tickets.<PN>book_tickets<PAN>num.tickets<PAV>three<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>AMC Mercado 24<PAN>date.showing<PAV>tonight<PAN>time.showing<PAV>5:00pm<PR>book_tickets<PRAN>status<PRAV>success<A>OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	[A]OK. Enjoy your movie!	dlg-a37b2e69-6b05-4b6f-b312-10522c2e20fb
<U>I'm not sure what I want to see yet. Could you tell me what's playing at Boulevard 14 Cinema in Petaluma, CA?<C><U>I'd really like to go to a movie later tonight, after I get home from work.<A>Sure. What movie would you like to see?	[PN]find_movies[PAN]name.theater[PAV]Boulevard 14 Cinema[PAN]location[PAV]Petaluma, California	dlg-570ad8c3-bff4-4c6e-945e-0def79074a33
<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>7:10pm<PRAV>9:45pm<C><U>I'm interested in seeing the new Top Gun movie in Arlington, VA.<PN>resolve_movie<PAN>name.movie<PAV>The movie with Tom Cruise, the new one.<PR>resolve_movie<PRAN>name.movie<PRAV>Top Gun<A>Happy to help! Let me just confirm that the movie you're talking about is Top Gun . Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Top Gun<PAN>location<PAV>Arlington, Virginia<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. Top Gun is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Arlington, Virginia.<U>The movie with Will Smith and Martin, what’s the name of it?<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>The movie with Will Smith and Martin, what’s the name of it?<PR>resolve_movie<PRAN>name.movie<PRAV>Bad Boyz3.<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is Bad Boyz3.. Are either of those the one you want?<U>That’s right it is Bad Boyz3 , let's see that..<A>Great let me check theaters.<U>OK.<PN>find_theaters<PAN>name.movie<PAV>Bad Boyz3.<PAN>location<PAV>Arlington, Virginia<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<A>I looks like Bad Boyz3. is only playing at AMC Mountain 16.<U>What about Greyhound, is that playing anywhere?<A>What about the new world war movie with Tom Hanks.. Let me see what I can find.<PN>resolve_movie<PAN>name.movie<PAV>What about the new world war movie with Tom Hanks.<PR>resolve_movie<PRAN>name.movie<PRAV>_empty_<A>Unfortunately I cannot find any movie title that matches your description.<U>That's ok, what time are the shows for Top Gun?<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.movie<PAV>Top Gun	[A]Showtimes for Top Gun at AMC Mountain 16 are 4:30pm, 7:10pm, and 9:45pm.	dlg-48f86d4f-c06b-4f2a-ad74-948d59643ce6
"<U>what is the timing of those shows<C><U>hi. is this movie tickets booking agent?<A>Hello. How can I help you<U>how many shows does the movie ""Family Jewels"" have?<A>it has three shows per day"	"[PN]find_showtimes[PAN]name.movie[PAV]""Family Jewels""[PAN]date.showing[PAV]today[PAN]time.preference[PAV]any"	dlg-829c8b17-d932-459b-997a-5de68da60c06
<U>The closest big town near me, Brando, Texas.<C><U>I'd like to purchase tickets for a movie tonight please.<A>OK. Do you have anything in mind?<U>I'm not really sure yet.<A>Sure. And what city are you looking in?	[PN]resolve_location[PAN]location[PAV]Brando, Texas	dlg-eef81d58-5557-4c05-8f09-f8b82b4ed95a
<U>We have not decided but we want to see either The Catch or Two Times Trouble<C><U>I will be having friend from out of town come and visit me and we want to see a movie. I am trying to find a movie to watch with them.<A>That sounds great, where do you want to see the movie?<U>We want to see the movie at the Location in Needles, California at the Paramount Ultraplex<A>Which movies do you want to see?	[A]What day do you want to see the movie?	dlg-04eed5fd-b9fc-4d57-a66e-389ae4deda14
<U>I'd like two tickets.<C><U>Tell me about two movies out right now that I could see.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Backcountry<PRAV>Shuttered<A>Around Spring Hill Kansas, there are two movies that I think you'd like: Backcountry and Shuttered.<U>What's Shuttered about?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>film surrounding Sarah Decker's movie to Upstate NY and onto her cousin's haunted marijuana farm<A>Shuttered is an R rated horror film surrounding Sarah Decker's movie to Upstate NY and onto her cousin's haunted marijuana farm.<U>Tell me about the movie Backcountry.<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>G-rated<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>documentary<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>It takes the viewer through the wonders of one of the United State’s most iconic national parks<A>Backcountry is a G-rated documentary about Yosemite. It takes the viewer through the wonders of one of the United State’s most iconic national parks.<U>Which movie do critics say is better?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Shuttered has received a 61% on Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Backcountry has received a 91%<A>Shuttered has received a 61% on Rotten Tomatoes, and Backcountry has received a 91%.<U>Has either movie won any awards?<A>Backcountry has won an award, and Shuttered has not.<U>What time is Shuttered playing near me.<PN>find_theaters<PAN>name.movie<PAV>Shuttered<PAN>location<PAV>Around Spring Hill Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_showtimes<PAN>name.movie<PAV>Shuttered<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>3:00pm<PRAV>5:45<PRAV>9:00pm<A>Shuttered is playing at AMC Holiday Theater at 3:00pm, 5:45, and 9:00pm<U>What time is Backcountry playing near me?<PN>find_theaters<PAN>name.movie<PAV>Backcountry<PAN>location<PAV>Around Spring Hill Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:10pm<PRAV>7:30pm<PRAV>10:15pm<A>Backcountry is playing at Cinemark Downtown starting at 4:10pm, 7:30pm, and 10:15pm.<U>I'd like to see Shuttered at 3:00PM.<A>How many tickets would you like to purchase for Shuttered, rated R?	[A]Booking you two tickets for Shuttered, rated R at 3:00PM at AMC Holiday Theater in Spring Hill, Kansas. Is this information correct?	dlg-1dc31875-a95c-4737-8463-d7c452ffcbde
<U>No. I think that is everything. Thank you so much.<C><U>Hello, I would like to know what are the new movies showing in theaters around here?<PN>find_movies<PAN>description.other<PAV>new movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond the Storm<PRAV>Backcountry<A>I would be glad to assist you with that. Right now the five new movies are Not My Problem, Family Jewels, Shuttered, Beyond the Storm, and Backcountry.<U>Cool. I've seen Not My Problem but I don't really know about Backcountry or Shuttered. Can you tell me about those movies.<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>outdoor Documentary<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated G<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>It explores Yosemite in all its glory. This is an award winning film the looks in to one of the most iconic national parks in America<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves to upstate New York to work on her distant cousin's haunted Marijuana farm<A>Sure. Backcountry is an outdoor Documentary rated G. It explores Yosemite in all its glory. This is an award winning film the looks in to one of the most iconic national parks in America. Shuttered is a horror movie rated R. In the movie, Sarah Decker moves to upstate New York to work on her distant cousin's haunted Marijuana farm.<U>Interesting. I'm really interested in both of these movies. Do you have information on their ratings?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>91% rating on Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>61% rating on Rotten Tomatoes<A>Backcountry has a 91% rating on Rotten Tomatoes and Shuttered has a 61% rating on Rotten Tomatoes.<U>Oh wow! Ok, I'm interested in both of these. Can you tell me where they are showing locally and at what times?<PN>find_theaters<PAN>name.movie<PAV>Shuttered<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_theaters<PAN>name.movie<PAV>Backcountry<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Shuttered<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>3:00pm<PRAV>5:45pm<PRAV>9:00pm<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:10pm<PRAV>7:30pm<PRAV>10:15pm<A>I would be glad to help with this. Shuttered is playing at the AMC Holiday Theater at 3:00pm, 5:45pm, and 9:00pm. Backcountry is playing at the Cinemark Downtown at 4:10pm, 7:30pm and 10:15pm.<U>Perfect. It looks like I can make the 10:15pm or 7:30pm Backcountry showing at the Cinemark Downtown Today. Are there still seats available for the showings today?<A>Seats are still available for both showings today. Would you like to book seats for one of these showings?<U>Yes. If there are two seats for the 10:15pm showing that are seated together, I would like to book them.<PN>check_tickets<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>10:15pm<PAN>date.showing<PAV>Today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<A>There are two seats available for the 10:15pm showing of Backcountry at the Cinemark Downtown today. I can go ahead and reserve these tickets once your payment is processed.<U>Perfect. Lets do it.<A>Alright, to confirm I have two seats for the 10:15pm showing of the movie Backcountry in the Cinemark Downtown. Is this correct?<U>Yes. This is correct.<PN>book_tickets<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>num.tickets<PAV>two<PAN>time.showing<PAV>10:15pm<PAN>date.showing<PAV>Today<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>Your tickets are confirmed and they’ve been sent to your email address.<U>Thank you so much for your help.<A>You are very welcome. Is there anything else I can help you with today?	[A]Alright. Take care and enjoy your movie.	dlg-f94ffc42-7881-4561-9025-2308293633a4
<PR>find_showtimes<PRAN>time.showing<PRAV>7:00<PRAV>8:30<PRAV>9:30<C><U>My wife and i would like to go to a movie tonight.<A>Sounds like a great idea, should I see what is playing?<U>Yes please.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Bad Boys<PRAV>Dolittle<PRAV>1917<A>Your choices are Bad Boys, Dolittle and 1917.<U>My wife and I want to see Bad Boys<A>Very good, would you like to know anything?<U>Yes, what is it rated?<PN>get_movie_attribute<PAN>attribute<PAV>rating.movie<PAN>name.movie<PAV>Bad Boys<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<A>It is rated R<U>What is it about?<PN>get_movie_attribute<PAN>name.movie<PAV>Bad Boys<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Old-school cops Mike Lowery and Marcus Burnett team up to take down the vicious leader of a Miami drug cartel. Newly created elite team AMMO of the Miami police department along with Mike and Marcus go up against the ruthless Armando Armas<A>Old-school cops Mike Lowery and Marcus Burnett team up to take down the vicious leader of a Miami drug cartel. Newly created elite team AMMO of the Miami police department along with Mike and Marcus go up against the ruthless Armando Armas.<U>Sounds pretty good. What times is it playing at the Palms?<PN>find_showtimes<PAN>name.theater<PAV>Palms<PAN>name.movie<PAV>Bad Boys<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight	[A]It is playing at 7:00, 8:30 and IMAX at 9:30	dlg-269cd1c4-8e42-4ede-860e-94f1cd16c5ed
<U>Okay, Great!<C><U>Hello, i need help with electing Movies<A>I will be more then glad to help you with that<U>Great! I want to watch Crime movies..can you recommend me some of the good crime movies, playing in the theater now?<A>Sure, Why Not. Let me Check!	[PN]find_movies[PAN]name.genre[PAV]Crime[PAN]location[PAV]nearby	dlg-f8a9d27d-1ce5-4b69-a41c-0b5682f179c8
<U>Fantasy island	[A]what?	dlg-4180a213-8ac6-4e8d-a410-4dd94e395ce8
<U>Do you have ratings for Mulan? I'd like to know audience and critic ratings.<C><U>Hi - I'd like to see a movie tonight.<A>Sure. What movie would you like to see?<U>I'm not sure. Can you tell me what's playing at Boulevard 14 Cinema in Petaluma, CA?<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>I haven't heard about Mulan. Can you tell me anything about it?<A>Sure. What specifically would you like to know?<U>Like, what's the story?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>description.plot<PRAV>Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way<A>OK. Here’s the synopsis of Mulan: Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way.	[PN]get_movie_attribute[PAN]attribute[PAV]review.audience[PAN]name.movie[PAV]Mulan	dlg-a1073183-7c80-4300-ac16-08ff787e5576
<U>Two<C><U>I need movie tickets for tonight<A>Great! What movie would you like to see?<U>Bad boys<A>OK! And what theater would you like to see it at?<U>Brewvies<A>I'm sorry, I didn't quite understand that. Did you say Megaplex?<U>No, Brewvies.<A>OK, Brewvies.What time would you like to see the movie?<U>Around 7<A>And do you prefer a standard screen or IMAX?<U>Standard<A>Great. How many tickets will you need?	[PN]find_showtimes[PAN]name.movie[PAV]Bad boys[PAN]name.theater[PAV]Brewvies[PAN]date.showing[PAV]tonight[PAN]time.preference[PAV]Around 7[PAN]type.screening[PAV]standard	dlg-8376fcbd-9451-4fc3-b70e-ff0f65754a73
<U>Oh oops, I forogt I'm bust tonight. Could I change the date for tomorrow?<C><U>Hello, I'd like to see a movie.<A>OK. Do you have anything in mind?<U>NO, I really have no idea what to watch.<A>Sure. And what city are you looking in?<U>I'm loking in Brando, Texas.<A>Brando, Texas. Got it. And is there a particular type of movie you’d like to see?<U>What are some titles that have been released?<PN>find_movies<PAN>location<PAV>Brando, Texas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Stella’s House<A>A few titles playing in your area are No Time To Die, Mulan, and Stella’s House.<U>Oh, I've heard Stella's House has a great story or something. Who's the director?<PN>get_movie_attribute<PAN>attribute<PAV>name.person<PAN>name.movie<PAV>Stella’s House<PR>get_movie_attribute<PRAN>name.person<PRAV>Clyde Stewart<A>The director of Stella’s House is Clyde Stewart.<U>Oh yes, Clyde Stewart is a great director. What times are the showings and what theater can I see it at?<PN>find_theaters<PAN>name.movie<PAV>Stella’s House<PAN>location<PAV>Brando, Texas<PR>find_theaters<PRAN>name.theater<PRAV>Milford Theater<PN>find_showtimes<PAN>name.movie<PAV>Stella’s House<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>Milford Theater<PR>find_showtimes<PRAN>time.showing<PRAV>4:40pm<PRAV>7:10pm<PRAV>9:30pm<A>OK. Stella’s House is playing at the Milford Theater. Showtimes are 4:40pm, 7:10pm, and 9:30pm. Which one would you prefer?	[A]No problem. Let me check the showtimes for tomorrow.[PN]find_showtimes[PAN]name.movie[PAV]Stella’s House[PAN]date.showing[PAV]tomorrow[PAN]name.theater[PAV]Milford Theater	dlg-6a2d6111-4048-4d64-8ec8-47aedaf60cde
<U>No, that is all.<C><S><A>Hello. How can I help you?<U>I want to see that new James Bond movie.<PN>resolve_movie<PAN>name.movie<PAV>new James Bond movie<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>Yes.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>San Fran.<PN>resolve_location<PAN>location<PAV>San Fran<PR>resolve_location<PRAN>location<PRAV>San Francisco, California<A>OK. San Francisco, California. One moment.<U>Correct.<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>San Francisco, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in San Francisco, California. Do you have a preference?<U>Yes, I want to see it at AMC Mountain 16.<A>OK. Let me check showtimes at AMC Mountain 16.<U>Ok. Thanks.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>Remaining showtimes for No Time To Die are 4:30pm, 6:40pm and 9:10pm.<U>I want to see it at 9:10pm please.<A>Got it. And how many tickets?<U>I would like three tickets please.<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?<U>Yes, thanks.<A>Is it OK to go ahead and purchase these tickets?<U>Yes, please purchase these tickets.<PN>book_tickets<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>num.tickets<PAV>three<PAN>time.showing<PAV>9:10pm<PAN>date.showing<PAV>tonight<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	[A]OK. Enjoy your movie!	dlg-3edf0dfe-b7a2-4085-af57-56912291d002
